id,name,description,category,brand,price,stock_quantity,sku,created_at,updated_at
6835ea67-dba4-460a-a367-9b4ed5dceab4,error: Access denied to method rand.,Delicious waffles infused with pumpkin and spices.,Eletrônicos,NVIDIA Corporation,4.49,405,253,2025-02-13,
8b190e86-1c0c-48a3-a18b-808c2e7cd35c,error: Access denied to method rand.,Therapeutic weighted blanket for better sleep.,electronics,Kemper Corporation,79.99,58,254,2026-03-04,2025-01-13
03425608-3150-4528-8969-095d1acf3709,error: Access denied to method rand.,All ingredients needed to make your own sushi,,"Nathan's Famous, Inc.",9.99,,255,2026-08-21,
26f60767-87b7-4d28-919d-66ea7946e243,error: Access denied to method rand.,Everything you need for a fresh and delicious Caesar salad.,clothing,Nuveen Short Duration Credit Opportunities Fund,4.99,235,256,2025-12-11,
e94b1753-97da-42a1-82d6-8cd309a18752,error: Access denied to method rand.,"A spicy, flavorful cheese stick great for snacks or lunchboxes.",Electronics,"BeyondSpring, Inc.",2.49,214,257,2026-08-30,
27db41ca-e37e-4846-9e5d-64894635a76a,error: Access denied to method rand.,"A comfortable henley shirt made of soft cotton, perfect for casual outings.",Unknown,"Fulgent Genetics, Inc.",29.99,181,258,2026-01-05,
08b705de-670a-4287-8769-e48d7290e1c4,error: Access denied to method rand.,"Sliced black olives, perfect for salads and pizzas.",Electronics,Enbridge Inc,1.99,141,259,2025-10-17,
0907fff2-8137-4139-8c6b-1d407b818dbf,error: Access denied to method rand.,Sweetened sticky rice served with fresh mango and coconut sauce.,Clothing,Andina Acquisition Corp. II,4.5,,260,2026-09-04,
753d892e-1365-4e85-b9e8-7be5150a24ff,error: Access denied to method rand.,"Fresh pomegranate juice, rich in antioxidants.",Eletronics,Loncar Cancer Immunotherapy ETF,4.49,,261,2026-06-07,
04f26433-1f61-42eb-a850-b68dd7aa8b7f,error: Access denied to method rand.,Smooth Greek yogurt infused with vanilla bean flavor.,Electronics,"Endurance International Group Holdings, Inc.",1.99,43,262,2026-03-25,
9070a244-51ae-4bdb-98f9-3ecbf2fa8a42,error: Access denied to method rand.,Stabilizer for smooth video recording with smartphones.,books,Geo Group Inc (The),89.99,294,263,2025-04-07,
afbbc666-f93c-4113-a29b-2f6af795f960,error: Access denied to method rand.,Durable backpack with ample storage for outdoor adventures.,,"Gaming and Leisure Properties, Inc.",79.99,160,264,2025-06-19,
5c898082-f593-40ce-8a5c-ce5e1d3801c2,error: Access denied to method rand.,Soft and plush robe for comfort after the shower.,Eletronics,Teekay Tankers Ltd.,49.99,-5,265,2025-11-22,
72786cb6-3765-479b-9803-b72466112403,error: Access denied to method rand.,"Fresh organic spinach, great for salads or cooking.",Electronics,VelocityShares 3x Inverse Silver ETN,2.99,273,266,2025-10-09,
831c5bfe-0de6-4c3a-bf1e-0caf3eba8841,error: Access denied to method rand.,Rich and creamy almond milk with a hint of chocolate.,Unknown,"Connecticut Water Service, Inc.",2.79,134,267,2026-10-13,2025-10-30
5767bdc4-164a-4b02-b144-90083ef106d3,error: Access denied to method rand.,Thermos that tracks your water intake and temperature.,Eletrônicos,First Trust Nasdaq Transportation ETF,39.99,421,268,2026-02-20,
29fca3ce-8e22-4220-bbdc-eb4b0360bf74,error: Access denied to method rand.,Easy-to-make pancake mix with chocolate chips included.,clothing,"Cohen & Steers Infrastructure Fund, Inc",3.99,6,269,2026-02-15,
ec061296-d305-46cb-b457-93a13aaa3c53,error: Access denied to method rand.,"A flavorful garlic butter blend, perfect for cooking or baking.",Unknown,John Bean Technologies Corporation,3.99,,270,2026-03-09,
fdf73f74-a3a7-497c-83f6-2edf4239afb2,error: Access denied to method rand.,A warming blend of ginger and turmeric for lattes.,HOME,"Poage Bankshares, Inc.",5.29,-5,271,2025-12-04,2026-05-07
5984ed58-e4f2-4ade-97dc-d73caa9cc3b2,error: Access denied to method rand.,Modern desk lamp that features a built-in USB charging port.,Books,Aspen Insurance Holdings Limited,29.99,,272,2026-10-17,
c2e0e24b-f415-4cdc-bf44-4aeb04414652,error: Access denied to method rand.,A mix to create a delicious onion dip for parties or snacking.,Eletrônicos,"ArQule, Inc.",2.29,75,273,2026-08-21,
e706c286-ed98-495f-b282-73421e6ca847,error: Access denied to method rand.,Wireless headphones with noise-canceling features.,clothing,"Perma-Fix Environmental Services, Inc.",79.99,232,274,2026-08-05,
f620201c-0a98-4499-81d2-a29e00452dd4,error: Access denied to method rand.,Memory foam travel pillow for neck support.,HOME,"M/I Homes, Inc.",22.99,381,275,2025-05-09,
6be0529b-e849-4533-bfa2-83fc4a22498c,error: Access denied to method rand.,Large electric griddle for family meals.,HOME,Christopher & Banks Corporation,54.99,132,276,2026-04-30,2025-09-29
06fc60d3-3a7a-4557-bf94-951221fad395,error: Access denied to method rand.,Fast and accurate thermometer for grilling and cooking.,Books,J P Morgan Chase & Co,24.99,,277,2026-02-02,
ecedf0e9-e1fb-4a88-8864-b2d4bb006a43,error: Access denied to method rand.,Durable lunch box designed to keep food fresh and cool.,Clothing,"EZCORP, Inc.",24.99,430,278,2026-04-23,
4a189d9f-b1ca-4588-ad73-29128f7f9ef2,error: Access denied to method rand.,Compact trash can for keeping your car clean.,Eletronics,WeatherStorm Forensic Accounting Long Short ETF,12.99,,279,2026-03-15,
807c0574-91f1-40ec-83c2-10ffbfc5ca5c,error: Access denied to method rand.,Crunchy granola with raisins and cinnamon for a delightful breakfast.,Books,Targa Resources Partners LP,3.79,143,280,2026-11-20,
ab308f7b-0416-4672-a3ea-7328651f9339,error: Access denied to method rand.,"A blend of dried fruits and nuts, great for snacking.",ELETRONICS,Parker-Hannifin Corporation,4.99,428,281,2026-09-13,2025-10-31
7b9761a3-62c0-45f5-8c55-7152bc8895da,error: Access denied to method rand.,Stabilizer for smooth video recording with smartphones.,ELETRONICS,Vantage Energy Acquisition Corp.,89.99,491,282,2026-04-25,
6e7c35f2-3190-41ee-979e-253ddda08895,error: Access denied to method rand.,Compact hair straightener for travel.,clothing,Penn West Petroleum Ltd,29.99,,283,2026-04-25,
328e2196-910d-4deb-a8dd-72507762e56d,error: Access denied to method rand.,All-in-one kit for making pasta salad easily.,Clothing,National Commerce Corporation,5.99,38,284,2025-07-10,2025-01-19
752b2ed9-be51-4384-888a-2d406bafa187,error: Access denied to method rand.,"Organize travel documents, passport, and cards.",Clothing,"CVR Refining, LP",15.99,,285,2026-12-04,
04702e32-e2b1-4aac-a565-d0619302976b,error: Access denied to method rand.,Adjustable stand to improve ergonomics while working on a laptop.,Unknown,"Fenix Parts, Inc.",49.99,484,286,2025-09-22,
d1f76cf2-18e9-4ca2-a868-5e2d674a02c9,error: Access denied to method rand.,A spicy marinade perfect for chicken and fish.,,Shenandoah Telecommunications Co,3.79,118,287,2026-06-30,
15b33f02-eee3-47d3-9e68-30a62f5ca4ed,error: Access denied to method rand.,Control lights remotely with this smart switch.,Home,"Century Bancorp, Inc.",29.99,,288,2026-06-06,
6b1435bd-9ff9-4f16-b33e-72f81ecbd676,error: Access denied to method rand.,Adjustable stand for portable speakers and devices.,Electronics,Qwest Corporation,39.99,15,289,2025-04-29,
1c09835a-f3de-4552-beab-610b881fb416,error: Access denied to method rand.,Portable mixer bottle for smoothies and protein shakes.,electronics,NewJersey Resources Corporation,12.99,467,290,2025-01-22,
2ee930b1-ebce-4faf-9e7d-41ab8bca4420,error: Access denied to method rand.,Bold graphic hoodie featuring a comfortable fit and soft fabric.,Electronics,National Holdings Corporation,49.99,184,291,2026-10-24,
38739b35-3813-4d5b-8c6e-f159c6815a1d,error: Access denied to method rand.,UV-blocking clothing for outdoor activities.,HOME,"MiMedx Group, Inc",44.99,131,292,2025-05-28,
706c146c-0006-46cb-bf73-8122759c98eb,error: Access denied to method rand.,Ergonomic memory foam pillow for better sleep.,,"Streamline Health Solutions, Inc.",39.99,463,293,2026-01-29,
e19d4ce5-da17-4b48-8553-baaf6eeb3cbb,error: Access denied to method rand.,Sand-resistant and compact for outdoor and beach use.,HOME,Qwest Corporation,29.99,206,294,2025-09-19,
710fd9f7-ffe3-4ccb-be67-9e6d37358bc1,error: Access denied to method rand.,"A spicy glaze made with sriracha and honey, perfect for meats.",Eletrônicos,Caesarstone Ltd.,3.59,185,295,2025-08-16,
5da53e60-a6ea-4f64-b949-042af8d1f540,error: Access denied to method rand.,Adjustable weighted jump rope for workouts.,clothing,BRF S.A.,15.99,,296,2025-02-21,
2f2491ff-be20-454b-a771-017eba8bfabe,error: Access denied to method rand.,"Savory hash made with sweet potatoes and kale, a perfect side dish.",,Belmond Ltd.,5.49,334,297,2025-11-09,
4dfd920f-5f4d-4ffc-a3ea-21e3f875fed0,error: Access denied to method rand.,Delicate green tea leaves for a refreshing beverage.,electronics,PIMCO Dynamic Credit and Mortgage Income Fund,4.29,,298,2026-08-03,
42273a1f-212b-45fc-9120-b3ee6e483ed9,error: Access denied to method rand.,Fresh baked chocolate chip muffins for breakfast.,Home,"AmTrust Financial Services, Inc.",3.99,243,299,2026-08-29,
76055e85-0ae9-4214-bc18-834a5817ad67,error: Access denied to method rand.,Handheld vacuum cleaner for quick and easy cleaning.,Clothing,Cheetah Mobile Inc.,45.99,,300,2025-10-07,
b2da171c-d931-479c-966e-7dc46d8c7735,error: Access denied to method rand.,Stylish bar stools with adjustable height and swivel features.,books,"Otonomy, Inc.",149.99,,301,2026-02-25,
99477246-ac7c-41ee-9531-accf8ea3abab,error: Access denied to method rand.,Classic leather photo album for keepsakes.,Eletrônicos,"Builders FirstSource, Inc.",24.99,,302,2026-08-10,
8897452a-1f7c-4718-8f53-3abf44d7a7d7,error: Access denied to method rand.,"Ready-to-eat chia seed pudding made with coconut milk, perfect for breakfast or dessert.",Electronics,Rogers Corporation,2.99,,303,2025-08-09,
8420f17d-623f-4f37-b8da-e09939477c3c,error: Access denied to method rand.,Soft and plush robe for comfort after the shower.,Electronics,Nuveen New Jersey Quality Municipal Income Fund,49.99,173,304,2025-12-17,
a48867a1-4091-422e-8dc6-2810bbfadc84,error: Access denied to method rand.,"Organic rolled oats, great for breakfast or baking.",,"SS&C Technologies Holdings, Inc.",3.29,441,305,2025-08-04,
1f11a33c-fdcd-42ad-a816-eab0780586e4,error: Access denied to method rand.,Inspiring cookbook with healthy recipes.,,Brookfield Asset Management Inc,27.99,259,306,2025-02-28,
3a61d636-70f3-465b-80eb-bd3de18e0485,error: Access denied to method rand.,Creamy ice cream with refreshing mint flavor and chocolate chips.,books,"Worthington Industries, Inc.",4.99,110,307,2025-03-22,2026-08-04
f34c8057-ea53-4c5a-be68-552247b32b4a,error: Access denied to method rand.,Stylish holder for organizing cooking utensils.,ELETRONICS,JM Global Holding Company,14.99,,308,2026-07-17,
26246f41-1cd5-4935-aecb-79147e485294,error: Access denied to method rand.,A trendy cropped sweater perfect for a casual look.,BOOKS,Buenaventura Mining Company Inc.,39.99,317,309,2025-02-15,
8869fc2b-98b3-425d-b45b-e0eaf40ea299,error: Access denied to method rand.,"Tangy green salsa made with tomatillos, perfect for tacos.",ELETRONICS,Nicolet Bankshares Inc.,3.49,66,310,2025-03-15,
ac7c4c70-d39e-4bc7-88f6-2ebaa64b6904,error: Access denied to method rand.,Comprehensive camera and alert system for home security.,Unknown,eBay Inc.,299.99,142,311,2026-03-03,2026-05-21
b8072c14-c7d3-4569-b5a8-d9d557bbb6c3,error: Access denied to method rand.,Compact electronic drum kit for musicians of all levels.,,"Harley-Davidson, Inc.",359.99,428,312,2026-10-30,2025-04-15
16cf5f85-0881-420e-b107-61216c389e01,error: Access denied to method rand.,Instant mix for delicious pumpkin spice lattes at home.,electronics,"Ascent Capital Group, Inc.",3.29,,313,2025-07-17,
0c2baf53-bf03-4895-9e25-16dc2ac7e40a,error: Access denied to method rand.,"Refreshing green tea infused with peach, perfect for a hot day.",Home,"H&E Equipment Services, Inc.",3.49,,314,2025-10-24,
36ee18ec-c38c-44fd-834a-57e2296b6e58,error: Access denied to method rand.,Creamy vegetable curry enriched with spices.,Electronics,Pengrowth Energy Corporation,6.49,133,315,2025-09-08,
c1cd6205-6801-4973-a6b9-5cb84726a723,error: Access denied to method rand.,"Creamy mashed sweet potatoes, ready to heat and serve.",HOME,XBiotech Inc.,3.99,,316,2025-07-18,
e9ed16f5-fe41-4d20-a486-af6b32102a02,error: Access denied to method rand.,Elegant cover that protects your notebook with style.,Eletronics,Foresight Autonomous Holdings Ltd.,29.99,-5,317,2025-06-14,
0ea000f4-357a-40f3-9e67-a100a200134f,error: Access denied to method rand.,Manual blender for smoothies and mixing ingredients on the go.,,"Calithera Biosciences, Inc.",18.99,319,318,2025-01-01,
7f581448-971b-4508-8dec-4580d34842ed,error: Access denied to method rand.,Soft bagels flavored with cinnamon and raisins.,Unknown,Telecom Argentina Stet - France Telecom S.A.,4.19,171,319,2026-03-25,
974e9b81-061e-47db-83d6-b03b33780a47,error: Access denied to method rand.,Smart robotic vacuum for automatic cleaning.,clothing,"PerkinElmer, Inc.",299.99,,320,2025-09-29,
0bfe0f78-4956-4998-b6a5-612f4e6f3453,error: Access denied to method rand.,Spicy and smoky sausage great for grilling.,ELETRONICS,Diana Shipping inc.,5.49,,321,2026-06-05,
cd85bf58-2e94-48d2-89c7-6b3115a1ccc9,error: Access denied to method rand.,Control home appliances remotely using your smartphone app.,Home,"National Security Group, Inc.",19.99,30,322,2026-02-23,2026-02-10
b3333cdc-5be6-4bf5-b18d-3cb442475792,error: Access denied to method rand.,Stylish digital journaling app for notes and organizing tasks.,ELETRONICS,Eastman Kodak Company,24.99,,323,2025-02-27,
db7a35b5-596c-4a48-91e9-2bed9fc05862,error: Access denied to method rand.,"Fast and compact external solid state drive, 1TB.",electronics,"MIDSTATES PETROLEUM COMPANY, INC.",129.99,455,324,2026-06-12,
27933e94-e929-412c-ae74-6b2580b7cd3c,error: Access denied to method rand.,Spicy chili powder to add heat to dishes.,ELETRONICS,Employers Holdings Inc,2.09,,325,2025-07-29,
de374c75-18d5-41f1-ab81-6118052b1aa2,error: Access denied to method rand.,A rich pesto made with sun-dried tomatoes and pine nuts.,Electronics,"Prudential Financial, Inc.",4.49,,326,2026-12-19,
84d2342a-8811-49c9-a299-874e12b76a17,error: Access denied to method rand.,A zero-calorie coconut oil spray for cooking and baking.,Eletrônicos,TICC Capital Corp.,4.99,452,327,2026-12-24,
845c9b6f-f8ce-497b-a07e-b5f7b8dde071,error: Access denied to method rand.,Storage solutions for keeping your car tidy and organized.,HOME,Gladstone Commercial Corporation,14.99,342,328,2025-09-21,
64785737-189d-4a74-9215-70e04cb0bfd1,error: Access denied to method rand.,Travel-friendly dog bowl that is collapsible for easy storage.,Electronics,Changyou.com Limited,9.99,,329,2026-01-26,
dc7d2e95-72bc-4aed-b761-86499394f515,error: Access denied to method rand.,Stylish dish soap dispenser with sponge holder.,Eletronics,Nuveen California Quality Municipal Income Fund,18.99,119,330,2026-10-08,
0e4b889e-88d2-4287-8f47-4a4e2a54c997,error: Access denied to method rand.,Light and breezy dress perfect for summer outings with a vibrant floral pattern.,clothing,Conatus Pharmaceuticals Inc.,39.99,398,331,2026-10-17,
4eee93dd-7fdb-4adb-b23d-a153ab522cd9,error: Access denied to method rand.,"Compact towels that expand when wet, ideal for travel.",Eletronics,"Douglas Emmett, Inc.",12.99,,332,2026-01-14,
893d7099-d1b2-4949-9017-7e391bd7497a,error: Access denied to method rand.,All-in-one kit for making pasta salad easily.,N/A,Gladstone Land Corporation,5.99,,333,2026-04-18,
aca2f55c-09a0-433e-a1b0-5d14c7e0d3bd,error: Access denied to method rand.,Eco-friendly solar lights for pathways and gardens.,ELETRONICS,BHP Billiton Limited,39.99,,334,2025-12-18,
c89bb52f-b5fa-4ab4-b062-efec9646174b,error: Access denied to method rand.,"Compact towels that expand when wet, ideal for travel.",Unknown,Dr. Reddy's Laboratories Ltd,12.99,428,335,2025-03-28,
67eef174-5724-40d0-93c9-b3f060062b11,error: Access denied to method rand.,Classic marinara sauce for all pasta dishes.,Unknown,National Retail Properties,3.49,405,336,2025-01-14,
b3adaa61-2c5a-4727-8db7-bf1b6b8c349f,error: Access denied to method rand.,Savory sausage links with a hint of maple flavor.,clothing,"United Parcel Service, Inc.",5.99,325,337,2025-03-29,
953b4a92-8146-4b55-ad20-4ccce2d2286d,error: Access denied to method rand.,Eco-friendly toys for learning and imaginative play.,Clothing,"BCB Bancorp, Inc. (NJ)",29.99,,338,2025-01-05,2026-09-06
0de2774f-64ef-44f0-860b-e0eafd8835a5,error: Access denied to method rand.,Easy-to-install lights to brighten kitchen cabinets and workspaces.,Home,PPL Corporation,29.99,16,339,2025-03-20,
fa823ce9-d42f-4ad7-a8a2-c6917dd6c7df,error: Access denied to method rand.,Rapid boil electric kettle with temperature control.,Eletronics,iStar Financial Inc.,39.99,396,340,2025-01-07,2025-10-04
8ccf4775-1717-4ba4-9c76-7e698f368da6,error: Access denied to method rand.,"The perfect seafood snack, ready to eat and delicious.",,"Gener8 Maritime, Inc.",6.49,399,341,2026-03-17,
3718f609-992a-4aab-ae4f-795919f30d04,error: Access denied to method rand.,Soft and chewy bar packed with protein and cinnamon flavors.,Clothing,Caesarstone Ltd.,2.99,,342,2025-05-02,
d32ace51-65a6-4bc3-a478-1468471c794b,error: Access denied to method rand.,Ceramic pizza stone for homemade pizzas.,BOOKS,E*TRADE Financial Corporation,29.99,171,343,2026-03-27,
82d2f02f-311c-43aa-ad71-fcf7ebbcb2f9,error: Access denied to method rand.,Classic chino shorts in a versatile color for summer adventures.,,"Connecticut Water Service, Inc.",34.99,116,344,2025-06-29,
d2a1ee09-ba9f-4138-9ba8-871184020cc3,error: Access denied to method rand.,"Juicy peach slices in light syrup, in convenient cups.",N/A,CHS Inc,1.99,,345,2026-10-28,
223d8ca4-286f-4b93-9c11-cb864c02d02b,error: Access denied to method rand.,"Freshly baked bagels, perfect for breakfast or snacks.",Eletronics,RAIT Financial Trust,2.99,486,346,2025-06-17,
32399041-3fc2-445b-89b2-910a6e3bebdb,error: Access denied to method rand.,Silicone oven mitts for safe handling of hot cookware.,Clothing,CM Finance Inc,15.99,,347,2026-08-07,
52991691-ab37-40a7-9a57-4b56d676c86f,error: Access denied to method rand.,Soft silicone earbud covers for comfort and fit.,Clothing,"Houlihan Lokey, Inc.",9.99,,348,2026-02-14,
5fce83e2-4c16-4fd0-b79a-42d99493a11f,error: Access denied to method rand.,Frozen pizza loaded with vegetables and cheese.,Books,"America Movil, S.A.B. de C.V.",5.49,439,349,2025-06-01,
9137a8c6-12a0-466b-9b89-d9c378ced273,error: Access denied to method rand.,Tangy vinaigrette with orange and ginger flavors.,Eletronics,"Twenty-First Century Fox, Inc.",3.99,475,350,2026-10-28,2026-12-18
c2426a28-1c93-4121-a64e-22574ee8aac4,error: Access denied to method rand.,Savory roasted garlic in a jar for easy use.,books,Star Bulk Carriers Corp.,4.29,342,351,2025-06-01,
1db16f50-50c6-4397-b508-33b22114b404,error: Access denied to method rand.,Bluetooth scale that tracks body composition through an app.,Home,StoneCastle Financial Corp,49.99,,352,2026-11-09,
9394a43a-d2cb-47e8-9d88-1d5d6a55a638,error: Access denied to method rand.,A flavorful spread made with roasted garlic and creamy butter.,ELETRONICS,Landmark Infrastructure Partners LP,3.29,380,353,2026-04-13,
114836da-787c-4a54-bd6c-3c7f6e4c9861,error: Access denied to method rand.,"Farm fresh eggs, essential for breakfast.",HOME,PowerShares DWA Momentum Portfolio,2.99,,354,2026-07-05,
d6ce0ac1-a0ba-455b-9e22-45945dca3466,error: Access denied to method rand.,"Creamy dip made with caramelized onions, perfect for chips or veggies.",Books,"National CineMedia, Inc.",3.99,93,355,2026-07-25,
2727d0c8-d86e-43b7-b1f1-e76be9664c9f,error: Access denied to method rand.,"A flavorful garlic butter blend, perfect for cooking or baking.",N/A,ProQR Therapeutics N.V.,3.99,,356,2025-10-28,
5582a50f-7783-48ac-9e14-16a0e29cfeab,error: Access denied to method rand.,Quick-cooking couscous flavored with herbs and spices.,clothing,Gabelli Dividend,2.49,,357,2026-04-19,
f36b3f12-4afb-499a-9cf0-3b06d77be094,error: Access denied to method rand.,Stylish wine rack to store and display bottles.,N/A,"Quad Graphics, Inc",79.99,450,358,2025-03-24,
8d208468-58fb-47bb-820f-68bc94ed08f2,error: Access denied to method rand.,Light and crunchy rice cakes made from organic brown rice.,Eletrônicos,"Greenbrier Companies, Inc. (The)",3.99,194,359,2026-11-06,
84f1a333-8154-4b38-ba0f-3bda3be3c9d5,error: Access denied to method rand.,"Fluffy couscous that cooks in just minutes, perfect as a side.",BOOKS,Royal Bank Scotland plc (The),2.49,321,360,2026-06-12,
55608072-10da-49d0-8437-771763a4c961,error: Access denied to method rand.,"Deliciously creamy spinach dip, perfect for parties.",,Lonestar Resources US Inc.,5.99,280,361,2026-05-02,2025-01-29
558f496a-2c5b-4358-b537-8fad2d1e1bc0,error: Access denied to method rand.,1080p wireless security camera with night vision.,,"Walgreens Boots Alliance, Inc.",109.99,192,362,2026-05-16,
88e8ba8f-c071-4a1f-bd03-ee1361e7e8bd,error: Access denied to method rand.,Satisfy your sweet tooth with these dark chocolate-covered raisins.,Eletrônicos,"Infinity Pharmaceuticals, Inc.",3.99,112,363,2026-01-08,
c8a4ecec-f514-4ff9-8e31-00f0095fb5f9,error: Access denied to method rand.,Comfortable wireless headphones designed for sleeping.,BOOKS,Westlake Chemical Partners LP,29.99,,364,2026-07-13,
9d663d80-a0b7-4f3d-be5c-6a50f03f87fb,error: Access denied to method rand.,Gourmet potato skins loaded with cheddar cheese and bacon.,books,"Qualys, Inc.",7.49,70,365,2025-06-18,
60bd55ba-7e77-45be-8a09-f2ccd890df6c,error: Access denied to method rand.,"Juicy pork tenderloin, great for roasting.",Home,Tesoro Corporation,10.99,484,366,2026-12-15,
fb01a885-93c4-45ff-8e4b-29f16ccf0d63,error: Access denied to method rand.,"Freshly baked French baguette, perfect for dipping.",BOOKS,Belmond Ltd.,2.49,133,367,2025-09-03,
3e5dec7a-12fa-46c1-99be-d61feeff6929,error: Access denied to method rand.,Savory sausage links seasoned with Italian spices.,clothing,First Trust Dorsey Wright Dynamic Focus 5 ETF,5.99,83,368,2026-05-17,
677932da-8ac0-43f5-9260-cdb8702b7b4c,error: Access denied to method rand.,"Non-stick griddle for pancakes, burgers, and more.",HOME,"Quanta Services, Inc.",49.99,,369,2025-04-03,
637d8ee0-465f-4f4d-85e5-033e84974b52,error: Access denied to method rand.,A healthy mix of assorted dried fruits and nuts for snacking.,Home,"Hawaiian Electric Industries, Inc.",5.99,445,370,2025-10-11,
fdaf2540-ee3a-49aa-ab08-07341fc0a4ac,error: Access denied to method rand.,Creamy yogurt made with maple and almond flavors.,Clothing,Federal Agricultural Mortgage Corporation,1.89,279,371,2025-05-29,
f5ac7af6-58f8-4cf9-b8d1-edbfbcef9a0c,error: Access denied to method rand.,Decorative table runner perfect for autumn gatherings.,Books,"Dril-Quip, Inc.",19.99,,372,2025-06-21,
4a89b197-0e4d-442a-892c-210dcd630a0c,error: Access denied to method rand.,Essential oil blends for a soothing atmosphere in your home.,Books,Pure Cycle Corporation,14.99,,373,2025-03-19,
9b6e04a4-49da-44f5-ac30-c152592f429a,error: Access denied to method rand.,Quick and easy rice pilaf mix for side dishes.,N/A,Eaton Vance Corporation,2.59,225,374,2026-04-03,
a6431adc-e36c-41cf-a01f-7d13327e0220,error: Access denied to method rand.,Chic slingback sandals for a relaxed summer vibe.,HOME,Ciena Corporation,29.99,431,375,2025-06-03,
6d2356e8-21b4-4e91-8e55-756abeadddf7,error: Access denied to method rand.,"Lightly salted frozen edamame, a protein-packed snack.",clothing,"Hartford Financial Services Group, Inc. (The)",3.29,111,376,2026-08-28,2026-12-25
f1e16b04-bb94-4f30-ab77-ca58a6d02ca0,error: Access denied to method rand.,Easy-to-use portable grill for barbecues.,Home,"Ashford Hospitality Prime, Inc.",79.99,230,377,2026-04-06,
2a5275ed-87d2-4bc8-a0c0-a1e831c7c0e3,error: Access denied to method rand.,Non-slip mat designed for yoga and fitness exercises.,BOOKS,First BanCorp.,34.99,224,378,2025-03-02,
7c728b59-45b4-48df-83c5-be7bedfc5695,error: Access denied to method rand.,Rapid boil electric kettle with temperature control.,ELETRONICS,"MDU Resources Group, Inc.",39.99,,379,2025-10-16,
a09a89fc-b2e9-487f-ab4b-016957de22ea,error: Access denied to method rand.,Freshly baked artisan bread with a crisp crust and soft center.,Unknown,"GenMark Diagnostics, Inc.",3.99,,380,2026-02-14,
bec71f92-4abf-4c6b-8919-ad95446b8462,error: Access denied to method rand.,Inspiring cookbook with healthy recipes.,books,San Juan Basin Royalty Trust,27.99,214,381,2025-12-12,
e005fdc1-7387-48f5-ab57-3f0b6ea45293,error: Access denied to method rand.,"Yogurt with the flavors of coconut cream pie, nice and indulgent.",N/A,Buckeye Partners L.P.,1.99,197,382,2026-08-09,
cd9b2f0d-0438-4606-9ba1-d96db54ec32c,error: Access denied to method rand.,Multi-level cat tree for climbing and scratching.,Books,Andina Acquisition Corp. II,99.99,,383,2026-01-27,
30d48f6c-dc08-494f-82b5-a86c43fd9465,error: Access denied to method rand.,Flavored aioli made with roasted garlic,Home,"Sino-Global Shipping America, Ltd.",3.79,328,384,2025-06-25,
62bf5f27-026a-4329-8b9c-7b758e974a58,error: Access denied to method rand.,Easy-to-set up tent designed for campers and hikers.,books,"Loxo Oncology, Inc.",129.99,309,385,2025-06-06,
d8fb5aa8-d2fc-4b24-ab0a-3c8dd8b9c8ee,error: Access denied to method rand.,Stylish case with magnetic closure for smartphones.,Clothing,National Retail Properties,19.99,,386,2025-05-24,
8a370fb5-4f79-4d62-bb7b-38468db4b62c,error: Access denied to method rand.,Savory sauce for vegetable and meat stir-fries.,Clothing,TearLab Corporation,3.49,,387,2025-12-30,2025-08-26
0bee947a-2090-43b1-9831-e78d21e02e9d,error: Access denied to method rand.,Ergonomic footrest for easier pedicure treatment.,Home,Bank of the Ozarks,39.99,486,388,2026-06-25,
d4489fb8-beaa-4419-80c6-651544bdd49e,error: Access denied to method rand.,Complete set of gardening tools for outdoor tasks.,Electronics,Independent Bank Corp.,45,278,389,2025-12-24,
f1b7ae1a-dc53-4d0a-bca2-b7ad9687eda8,error: Access denied to method rand.,Classic wooden train set for imaginative play.,Clothing,"Star Gas Partners, L.P.",29.99,210,390,2026-02-23,2025-08-12
63c40f15-0c91-4f7e-bec8-586b53e0aa27,error: Access denied to method rand.,Water bottle that tracks your hydration levels.,electronics,BB&T Corporation,39.99,336,391,2026-03-20,
954655d5-8508-4f66-b0d6-b25d4da33f1c,error: Access denied to method rand.,Stylish tote to keep wine bottles chilled while traveling.,Electronics,Cubic Corporation,24.99,437,392,2026-02-25,
f326ee5e-9dad-4a78-8327-cc7f2316bc9d,error: Access denied to method rand.,Creamy vegetable curry enriched with spices.,ELETRONICS,"NextEra Energy, Inc.",6.49,113,393,2026-02-02,
9e9fa8f6-f2e9-4b82-839d-ce638be6a038,error: Access denied to method rand.,Trendy high-top canvas sneakers for a stylish streetwear look.,books,S&W Seed Company,49.99,350,394,2025-03-27,
0dfcd94d-45b2-4cf4-a3c2-fb4287b1fa9b,error: Access denied to method rand.,Vacuum-insulated tumbler for beverages on the go.,HOME,Mackinac Financial Corporation,22.99,266,395,2026-04-26,
2008fefe-56fb-49e8-a311-1c88a04adc68,error: Access denied to method rand.,A pack of assorted nut and protein bars for a quick energy boost.,clothing,Infinity Property and Casualty Corporation,12.99,175,396,2026-11-16,
e88dbd65-5ff0-48b4-8844-250eb31e0c5b,error: Access denied to method rand.,"A frozen meal featuring quinoa and mixed vegetables, ready to heat and eat.",Electronics,"TC PipeLines, LP",5.99,,397,2025-05-24,
71588bde-feec-4130-97ec-d04a234eb105,error: Access denied to method rand.,"Pasta alternative made from sweet potatoes, gluten-free and rich in flavor.",Home,"Cancer Genetics, Inc.",3.79,115,398,2025-04-28,
